0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.466000000000000136e-02,-2.403200000000000003e+00,-1.829299999999999926e+00,-1.219999999999999973e-01,-9.455299999999999816e-02,5.185100000000000126e-02
-4.483600000000000085e-02,-2.423399999999999999e+00,-1.836000000000000076e+00,-1.280999999999999917e-01,-9.607799999999999674e-02,5.337599999999999983e-02
-3.362699999999999717e-02,-2.412199999999999900e+00,-1.844999999999999973e+00,-1.159000000000000030e-01,-8.845200000000000284e-02,5.185100000000000126e-02
-4.483600000000000085e-02,-2.414400000000000102e+00,-1.818100000000000049e+00,-1.219999999999999973e-01,-9.302799999999999958e-02,5.947700000000000209e-02
-2.241800000000000043e-02,-2.418899999999999828e+00,-1.838300000000000045e+00,-1.159000000000000030e-01,-9.607799999999999674e-02,6.405199999999999783e-02
-2.241800000000000043e-02,-2.418899999999999828e+00,-1.838300000000000045e+00,-1.159000000000000030e-01,-1.006500000000000034e-01,5.795199999999999657e-02
-3.138500000000000317e-02,-2.412199999999999900e+00,-1.836000000000000076e+00,-1.250499999999999945e-01,-9.302799999999999958e-02,4.727599999999999858e-02
-1.345099999999999942e-02,-2.423399999999999999e+00,-1.820400000000000018e+00,-1.204800000000000038e-01,-9.760299999999999532e-02,4.727599999999999858e-02
-5.380299999999999666e-02,-2.414400000000000102e+00,-1.840500000000000025e+00,-1.219999999999999973e-01,-9.455299999999999816e-02,5.185100000000000126e-02
-1.793399999999999855e-02,-2.425600000000000200e+00,-1.829299999999999926e+00,-1.219999999999999973e-01,-9.607799999999999674e-02,5.642699999999999799e-02
-1.255400000000000127e-01,-2.158900000000000041e+00,-2.241800000000000015e+00,-1.143799999999999956e-01,1.174300000000000066e-01,6.100200000000000067e-03
-1.120899999999999952e-01,-2.163300000000000001e+00,-2.237299999999999844e+00,-1.113299999999999984e-01,1.219999999999999973e-01,1.067500000000000046e-02
-1.098500000000000032e-01,-2.145399999999999974e+00,-2.226100000000000190e+00,-1.159000000000000030e-01,1.128500000000000059e-01,1.067500000000000046e-02
-1.188199999999999951e-01,-2.163300000000000001e+00,-2.232800000000000118e+00,-1.159000000000000030e-01,1.189500000000000002e-01,9.150200000000000694e-03
-1.120899999999999952e-01,-2.136400000000000077e+00,-2.228400000000000158e+00,-1.189500000000000002e-01,1.143799999999999956e-01,9.150200000000000694e-03
-1.143300000000000011e-01,-2.147699999999999942e+00,-2.230599999999999916e+00,-1.204800000000000038e-01,1.159000000000000030e-01,9.150200000000000694e-03
-1.210600000000000009e-01,-2.152099999999999902e+00,-2.223899999999999988e+00,-1.189500000000000002e-01,1.159000000000000030e-01,1.220000000000000077e-02
-1.188199999999999951e-01,-2.154399999999999871e+00,-2.223899999999999988e+00,-1.189500000000000002e-01,1.204800000000000038e-01,6.100200000000000067e-03
-1.143300000000000011e-01,-2.156600000000000072e+00,-2.230599999999999916e+00,-1.174300000000000066e-01,1.189500000000000002e-01,7.625200000000000380e-03
